Fiscal Year,Fiscal Quarter,Fiscal Month,Email Program Name,Sent,Bounced,Delivered,Delivered%,Opens,Open Rate%,Clicks,CTR%,Link Clicks,Marketing Play,Play Num,Solution Area,Solution Area Num,Marketing Play Product,Product Num,Row#
FY21,FY21-Q1,9/1/2020 0:00,,"8,531",548,"7,983",93.58%,"1,383",17.32%,198,2.48%,526,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4699
FY21,FY21-Q1,9/1/2020 0:00,,"28,445","1,281","27,164",95.50%,"6,339",23.34%,879,3.24%,"1,680",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4397
FY21,FY21-Q1,9/1/2020 0:00,,"7,838",282,"7,556",96.40%,"1,701",22.51%,167,2.21%,363,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4396
FY21,FY21-Q1,9/1/2020 0:00,,"2,273",45,"2,228",98.02%,450,20.20%,5,0.22%,10,Optimize Financial and Operating Models,28,Business Applications,1,Dynamics 365,2,4092
FY21,FY21-Q1,9/1/2020 0:00,,"6,342",281,"6,061",95.57%,957,15.79%,39,0.64%,66,Optimize Financial and Operating Models,28,Business Applications,1,Dynamics 365,2,4091
FY21,FY21-Q1,9/1/2020 0:00,,"5,303",642,"4,661",87.89%,306,6.57%,13,0.28%,16,Optimize Financial and Operating Models,28,Business Applications,1,Dynamics 365,2,4090
FY21,FY21-Q1,9/1/2020 0:00,,"21,606",774,"20,832",96.42%,"4,141",19.88%,278,1.33%,703,Optimize Financial and Operating Models,28,Business Applications,1,Dynamics 365,2,4089
FY21,FY21-Q1,9/1/2020 0:00,,"11,274",352,"10,922",96.88%,"1,805",16.53%,186,1.70%,482,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4011
FY21,FY21-Q1,9/1/2020 0:00,,"24,059",511,"23,548",97.88%,"4,619",19.62%,473,2.01%,"1,054",Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4010
FY21,FY21-Q1,9/1/2020 0:00,,"10,367",589,"9,778",94.32%,790,8.08%,106,1.08%,247,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4009
FY21,FY21-Q1,9/1/2020 0:00,,"12,392",196,"12,196",98.42%,"2,128",17.45%,196,1.61%,411,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4008
FY21,FY21-Q1,9/1/2020 0:00,,"22,008","1,540","20,468",93.00%,"3,716",18.16%,278,1.36%,607,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4007
FY21,FY21-Q1,9/1/2020 0:00,,"5,442",196,"5,246",96.40%,"1,532",29.20%,311,5.93%,610,Discover Business Insights,22,Business Applications,1,Power BI,9,3664
FY21,FY21-Q1,9/1/2020 0:00,,"11,407",273,"11,134",97.61%,"3,151",28.30%,436,3.92%,914,Education,6,Digital Transformation and Industry,4,Education,3,3418
FY21,FY21-Q1,9/1/2020 0:00,,"9,365",252,"9,113",97.31%,"2,946",32.33%,345,3.79%,717,Education,6,Digital Transformation and Industry,4,Education,3,3417
FY21,FY21-Q1,9/1/2020 0:00,,"15,142",826,"14,316",94.54%,"2,933",20.49%,318,2.22%,704,Employee Experience,7,Modern Work,6,Microsoft 365,4,3207
FY21,FY21-Q1,9/1/2020 0:00,,"31,928",524,"31,404",98.36%,"6,243",19.88%,"1,114",3.55%,"2,174",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3031
FY21,FY21-Q1,9/1/2020 0:00,,"16,638",759,"15,879",95.44%,"1,161",7.31%,143,0.90%,416,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2437
FY21,FY21-Q1,9/1/2020 0:00,,"1,273",47,"1,226",96.31%,239,19.49%,53,4.32%,165,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2436
FY21,FY21-Q1,9/1/2020 0:00,,"21,355","1,445","19,910",93.23%,"4,176",20.97%,756,3.80%,"1,931",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2435
FY21,FY21-Q1,9/1/2020 0:00,,"18,894",444,"18,450",97.65%,"1,829",9.91%,427,2.31%,"1,093",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2434
FY21,FY21-Q1,9/1/2020 0:00,,"23,120","2,110","21,010",90.87%,"4,458",21.22%,"1,068",5.08%,"2,578",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2433
FY21,FY21-Q1,9/1/2020 0:00,,"19,666",586,"19,080",97.02%,"4,827",25.30%,332,1.74%,621,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2432
FY21,FY21-Q1,9/1/2020 0:00,,992,62,930,93.75%,72,7.74%,4,0.43%,5,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2431
FY21,FY21-Q1,9/1/2020 0:00,,895,100,795,88.83%,31,3.90%,3,0.38%,6,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2430
FY21,FY21-Q1,9/1/2020 0:00,,"21,003",933,"20,070",95.56%,"4,032",20.09%,560,2.79%,"1,093",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2429
FY21,FY21-Q1,9/1/2020 0:00,,"1,410",37,"1,373",97.38%,272,19.81%,84,6.12%,241,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2428
FY21,FY21-Q1,9/1/2020 0:00,,"35,070","1,202","33,868",96.57%,"5,453",16.10%,378,1.12%,840,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1966
FY21,FY21-Q1,9/1/2020 0:00,,"6,729",279,"6,450",95.85%,"1,378",21.36%,432,6.70%,867,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1650
FY21,FY21-Q1,9/1/2020 0:00,,"17,455",558,"16,897",96.80%,"3,918",23.19%,474,2.81%,"1,022",Modernize Security and Defend Against Threats,12,Security,8,Security,5,1649
FY21,FY21-Q1,9/1/2020 0:00,,"6,458",122,"6,336",98.11%,770,12.15%,296,4.67%,579,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1648
FY21,FY21-Q1,9/1/2020 0:00,,"19,726",926,"18,800",95.31%,"3,791",20.16%,297,1.58%,633,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1647
FY21,FY21-Q1,9/1/2020 0:00,,"40,319","1,807","38,512",95.52%,"6,618",17.18%,766,1.99%,"1,482",Modernize VDI to Azure Virtual Desktop,34,Infrastructure,5,Azure,1,1183
FY21,FY21-Q1,9/1/2020 0:00,,"1,105",60,"1,045",94.57%,194,18.56%,9,0.86%,18,Modernize VDI to Azure Virtual Desktop,34,Infrastructure,5,Azure,1,1182
FY21,FY21-Q1,9/1/2020 0:00,,124,0,124,100.00%,41,33.06%,34,27.42%,80,Modernize VDI to Azure Virtual Desktop,34,Infrastructure,5,Azure,1,1181
FY21,FY21-Q1,9/1/2020 0:00,,"19,648",569,"19,079",97.10%,"4,348",22.79%,857,4.49%,"1,794",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1015
FY21,FY21-Q1,9/1/2020 0:00,,"19,264","1,706","17,558",91.14%,"3,829",21.81%,637,3.63%,"1,364",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1014
FY21,FY21-Q1,9/1/2020 0:00,,"2,614",180,"2,434",93.11%,539,22.14%,51,2.10%,129,Surface Broad Reach,25,Modern Work,6,Surface,11,472
FY21,FY21-Q1,9/1/2020 0:00,,"2,015",93,"1,922",95.38%,402,20.92%,55,2.86%,148,Refresh Your Devices,26,Modern Work,6,Surface,11,336
FY21,FY21-Q1,9/1/2020 0:00,,"42,275","3,522","38,753",91.67%,"9,503",24.52%,839,2.16%,"1,641",Refresh Your Devices,26,Modern Work,6,Surface,11,335
FY21,FY21-Q1,9/1/2020 0:00,,"10,926","1,193","9,733",89.08%,"2,143",22.02%,295,3.03%,684,Build Zero Trust Foundations,17,Security,8,Security,5,64
FY21,FY21-Q1,8/1/2020 0:00,,"12,794",262,"12,532",97.95%,768,6.13%,277,2.21%,695,Win with Analytics,2,Data and AI,2,Azure,1,5199
FY21,FY21-Q1,8/1/2020 0:00,,"44,353","2,268","42,085",94.89%,"7,344",17.45%,950,2.26%,"2,516",Win with Analytics,2,Data and AI,2,Azure,1,5198
FY21,FY21-Q1,8/1/2020 0:00,,"19,664",779,"18,885",96.04%,"4,039",21.39%,916,4.85%,"1,906",Win with Analytics,2,Data and AI,2,Azure,1,5197
FY21,FY21-Q1,8/1/2020 0:00,,"16,750",485,"16,265",97.10%,"1,495",9.19%,524,3.22%,"1,235",Win with Analytics,2,Data and AI,2,Azure,1,5196
FY21,FY21-Q1,8/1/2020 0:00,,"48,005","3,248","44,757",93.23%,"8,513",19.02%,"1,054",2.35%,"2,837",Win with Analytics,2,Data and AI,2,Azure,1,5195
FY21,FY21-Q1,8/1/2020 0:00,,"13,136","1,496","11,640",88.61%,"2,418",20.77%,366,3.14%,841,Win with Analytics,2,Data and AI,2,Azure,1,5194
FY21,FY21-Q1,8/1/2020 0:00,,"44,002",820,"43,182",98.14%,"9,448",21.88%,"1,344",3.11%,"3,431",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4711
FY21,FY21-Q1,8/1/2020 0:00,,"20,279","1,022","19,257",94.96%,"2,285",11.87%,363,1.89%,673,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4710
FY21,FY21-Q1,8/1/2020 0:00,,"22,110",827,"21,283",96.26%,"2,561",12.03%,372,1.75%,733,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4709
FY21,FY21-Q1,8/1/2020 0:00,,"39,483","1,738","37,745",95.60%,"8,551",22.65%,710,1.88%,"1,471",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4708
FY21,FY21-Q1,8/1/2020 0:00,,"32,958",573,"32,385",98.26%,"7,359",22.72%,"1,978",6.11%,"5,658",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4707
FY21,FY21-Q1,8/1/2020 0:00,,"43,445","4,618","38,827",89.37%,"8,014",20.64%,"1,328",3.42%,"3,471",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4706
FY21,FY21-Q1,8/1/2020 0:00,,"41,054",702,"40,352",98.29%,"9,707",24.06%,"1,975",4.89%,"4,226",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4705
FY21,FY21-Q1,8/1/2020 0:00,,"11,086",177,"10,909",98.40%,"2,224",20.39%,265,2.43%,528,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4021
FY21,FY21-Q1,8/1/2020 0:00,,"10,681",421,"10,260",96.06%,"2,158",21.03%,181,1.76%,372,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4020
FY21,FY21-Q1,8/1/2020 0:00,,"10,021",555,"9,466",94.46%,"1,665",17.59%,148,1.56%,308,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4019
FY21,FY21-Q1,8/1/2020 0:00,,"9,922",160,"9,762",98.39%,"1,054",10.80%,139,1.42%,312,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4018
FY21,FY21-Q1,8/1/2020 0:00,,"25,125","1,772","23,353",92.95%,"4,467",19.13%,419,1.79%,937,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4017
FY21,FY21-Q1,8/1/2020 0:00,,"10,867",249,"10,618",97.71%,"1,950",18.37%,197,1.86%,351,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4016
FY21,FY21-Q1,8/1/2020 0:00,,"19,227",331,"18,896",98.28%,"3,533",18.70%,273,1.44%,560,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4015
FY21,FY21-Q1,8/1/2020 0:00,,"12,048",204,"11,844",98.31%,"1,792",15.13%,177,1.49%,371,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4014
FY21,FY21-Q1,8/1/2020 0:00,,"12,212",198,"12,014",98.38%,"1,826",15.20%,192,1.60%,374,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4013
FY21,FY21-Q1,8/1/2020 0:00,,"24,278",528,"23,750",97.83%,"4,209",17.72%,445,1.87%,"1,011",Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,4012
FY21,FY21-Q1,8/1/2020 0:00,,820,41,779,95.00%,159,20.41%,12,1.54%,31,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3764
FY21,FY21-Q1,8/1/2020 0:00,,631,40,591,93.66%,59,9.98%,3,0.51%,4,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3763
FY21,FY21-Q1,8/1/2020 0:00,,"10,880",746,"10,134",93.14%,"2,730",26.94%,393,3.88%,822,Education,6,Digital Transformation and Industry,4,Education,3,3421
FY21,FY21-Q1,8/1/2020 0:00,,"1,240",88,"1,152",92.90%,300,26.04%,30,2.60%,37,Education,6,Digital Transformation and Industry,4,Education,3,3420
FY21,FY21-Q1,8/1/2020 0:00,,"1,495",23,"1,472",98.46%,366,24.86%,87,5.91%,126,Education,6,Digital Transformation and Industry,4,Education,3,3419
FY21,FY21-Q1,8/1/2020 0:00,,"18,307",572,"17,735",96.88%,"3,237",18.25%,383,2.16%,871,Employee Experience,7,Modern Work,6,Microsoft 365,4,3208
FY21,FY21-Q1,8/1/2020 0:00,,"30,829",494,"30,335",98.40%,"7,181",23.67%,"1,856",6.12%,"4,348",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3033
FY21,FY21-Q1,8/1/2020 0:00,,"30,651","2,439","28,212",92.04%,"7,580",26.87%,"1,035",3.67%,"1,715",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,3032
FY21,FY21-Q1,8/1/2020 0:00,,"9,660",494,"9,166",94.89%,"2,513",27.42%,400,4.36%,868,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2444
FY21,FY21-Q1,8/1/2020 0:00,,"26,607","1,148","25,459",95.69%,"6,091",23.92%,770,3.02%,"1,493",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2443
FY21,FY21-Q1,8/1/2020 0:00,,"17,514",639,"16,875",96.35%,"4,136",24.51%,433,2.57%,845,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2442
FY21,FY21-Q1,8/1/2020 0:00,,"9,782",373,"9,409",96.19%,"2,433",25.86%,355,3.77%,764,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2441
FY21,FY21-Q1,8/1/2020 0:00,,"7,348",279,"7,069",96.20%,876,12.39%,200,2.83%,449,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2440
FY21,FY21-Q1,8/1/2020 0:00,,"22,007",418,"21,589",98.10%,"4,509",20.89%,308,1.43%,721,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2439
FY21,FY21-Q1,8/1/2020 0:00,,"35,205",979,"34,226",97.22%,"6,795",19.85%,783,2.29%,"1,806",Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2438
FY21,FY21-Q1,8/1/2020 0:00,,"33,569","4,167","29,402",87.59%,"4,744",16.13%,308,1.05%,685,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1967
FY21,FY21-Q1,8/1/2020 0:00,,"17,496",968,"16,528",94.47%,"3,872",23.43%,480,2.90%,985,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1652
FY21,FY21-Q1,8/1/2020 0:00,,"17,998",471,"17,527",97.38%,"3,728",21.27%,590,3.37%,"1,166",Modernize Security and Defend Against Threats,12,Security,8,Security,5,1651
FY21,FY21-Q1,8/1/2020 0:00,,"4,212",52,"4,160",98.77%,684,16.44%,201,4.83%,453,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1020
FY21,FY21-Q1,8/1/2020 0:00,,"8,983",660,"8,323",92.65%,"1,969",23.66%,572,6.87%,"1,482",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1019
FY21,FY21-Q1,8/1/2020 0:00,,"4,608",55,"4,553",98.81%,706,15.51%,247,5.42%,500,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1018
FY21,FY21-Q1,8/1/2020 0:00,,"19,723","1,169","18,554",94.07%,"3,973",21.41%,787,4.24%,"1,734",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1017
FY21,FY21-Q1,8/1/2020 0:00,,"20,529",434,"20,095",97.89%,"4,194",20.87%,867,4.31%,"1,983",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,1016
FY21,FY21-Q1,8/1/2020 0:00,,"6,813",127,"6,686",98.14%,"1,964",29.37%,127,1.90%,314,Retail,14,Digital Transformation and Industry,4,Retail,7,597
FY21,FY21-Q1,8/1/2020 0:00,,"17,154",525,"16,629",96.94%,"3,436",20.66%,667,4.01%,"1,289",Build Zero Trust Foundations,17,Security,8,Security,5,65
FY21,FY21-Q1,7/1/2020 0:00,,"5,159",180,"4,979",96.51%,"1,199",24.08%,141,2.83%,317,Win with Analytics,2,Data and AI,2,Azure,1,5204
FY21,FY21-Q1,7/1/2020 0:00,,"44,899","2,710","42,189",93.96%,"8,344",19.78%,"1,019",2.42%,"2,499",Win with Analytics,2,Data and AI,2,Azure,1,5203
FY21,FY21-Q1,7/1/2020 0:00,,"20,160","1,739","18,421",91.37%,"3,951",21.45%,632,3.43%,"1,248",Win with Analytics,2,Data and AI,2,Azure,1,5202
FY21,FY21-Q1,7/1/2020 0:00,,"37,543",546,"36,997",98.55%,"7,550",20.41%,626,1.69%,"1,204",Win with Analytics,2,Data and AI,2,Azure,1,5201
FY21,FY21-Q1,7/1/2020 0:00,,"16,604","1,536","15,068",90.75%,"1,327",8.81%,392,2.60%,941,Win with Analytics,2,Data and AI,2,Azure,1,5200
FY21,FY21-Q1,7/1/2020 0:00,,"43,361","2,651","40,710",93.89%,"8,914",21.90%,"1,195",2.94%,"3,160",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4715
FY21,FY21-Q1,7/1/2020 0:00,,"38,156","1,363","36,793",96.43%,"8,523",23.16%,702,1.91%,"1,305",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4714
FY21,FY21-Q1,7/1/2020 0:00,,"38,085","1,374","36,711",96.39%,"8,285",22.57%,624,1.70%,"1,217",Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4713
